person_hash,role,age_band,gender,masked_zone
"PER-448734DD23BE","accused","65+","female","Commercial mixed use / KRM-6"
"PER-DF0ABC9F53BE","victim","65+","male","Transit hub / CEN-2"
"PER-E345CC0AEA3E","victim","26-35","male","Night economy / IND-3"
"PER-F1ED25A9CA4B","victim","51-65","male","Transit hub / CEN-2"
"PER-8B736BD0E2DF","victim","26-35","female","Transit hub / CEN-2"
"PER-F194783552A9","victim","36-50","undisclosed","Airport approach / HBL-2"
"PER-8409D1ABCCE5","victim","51-65","female","Transit hub / CEN-2"
"PER-23F8BFC6467A","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-83C2F22C0964","accused","26-35","male","Rail and arterial road / KRP-2"
"PER-4381C8E337E1","victim","26-35","undisclosed","Night economy / IND-3"
"PER-04540728ECDA","accused","65+","male","Industrial IT belt / ELC-5"
"PER-E8A04FB3D361","victim","26-35","female","Rail and arterial road / KRP-2"
"PER-4AA09AA8D176","victim","26-35","male","Night economy / IND-3"
"PER-3BA76583D6DE","accused","36-50","male","Metro corridor / BSK-3"
"PER-16671287748D","victim","26-35","male","Transit hub / CEN-2"
"PER-762480CEE91E","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-062C2907A258","victim","36-50","male","Residential market / JYN-4"
"PER-87F81EC37ADD","accused","26-35","undisclosed","Transit hub / CEN-2"
"PER-ED3DCE20B414","victim","36-50","female","Tech corridor / WFD-4"
"PER-67FC49C8B39A","accused","36-50","female","Transit hub / CEN-2"
"PER-95D23FF9FE5C","victim","26-35","female","Tech corridor / WFD-4"
"PER-AFF830F6CC3C","accused","65+","male","Industrial IT belt / ELC-5"
"PER-B61C4894B618","victim","65+","male","Tech corridor / WFD-4"
"PER-F34D190D2CA2","accused","51-65","female","Transit hub / CEN-2"
"PER-DA45E1738275","accused","51-65","female","Residential market / JYN-4"
"PER-856FDEFC90D3","accused","18-25","female","Metro corridor / BSK-3"
"PER-A9640ABEE934","accused","65+","male","Night economy / IND-3"
"PER-0CA213E0C60F","victim","51-65","undisclosed","Transit hub / CEN-2"
"PER-750425DF184C","victim","51-65","female","Night economy / IND-3"
"PER-694DBD6174F8","accused","65+","male","Rail and arterial road / KRP-2"
"PER-C11C61DF1140","accused","18-25","female","Tech corridor / WFD-4"
"PER-458964199FA5","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-DF25EC4F450B","accused","18-25","undisclosed","Metro corridor / BSK-3"
"PER-526DDFA5C202","victim","51-65","female","Transit hub / CEN-2"
"PER-209256FA699C","accused","26-35","female","Transit hub / CEN-2"
"PER-1CFEBC3D6D2C","victim","26-35","female","Transit hub / CEN-2"
"PER-EFC4527AF869","victim","36-50","undisclosed","Transit hub / CEN-2"
"PER-7785B3FF7811","victim","36-50","female","Tech corridor / WFD-4"
"PER-731EC4981EF5","victim","36-50","female","Metro corridor / BSK-3"
"PER-E57D7F7BC51E","victim","65+","male","Industrial IT belt / ELC-5"
"PER-6F2DAF466401","victim","36-50","male","Transit hub / CEN-2"
"PER-8E1D21CD99CF","victim","65+","female","Night economy / IND-3"
"PER-D8005510783D","victim","26-35","undisclosed","Transit hub / CEN-2"
"PER-59A5702EA897","accused","51-65","female","Outer growth corridor / YLK-1"
"PER-76BB724368F2","victim","36-50","female","Transit hub / CEN-2"
"PER-458BAEC40DC8","accused","65+","female","Night economy / IND-3"
"PER-B07D5AEF5ACD","victim","65+","female","Industrial IT belt / ELC-5"
"PER-5375245F80D8","victim","51-65","female","Industrial IT belt / ELC-5"
"PER-97E01E7A56F2","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-40433C8A8D74","victim","65+","male","Airport approach / HBL-2"
"PER-83A208FB9C5A","victim","36-50","male","Rail and arterial road / KRP-2"
"PER-B3C47A9D4156","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-E6877145C47C","victim","65+","female","Tech corridor / WFD-4"
"PER-91CB527F3AC0","accused","65+","male","Transit hub / CEN-2"
"PER-7B4515EDE29B","accused","26-35","male","Tech corridor / WFD-4"
"PER-E3D180C3E4A1","victim","26-35","male","Night economy / IND-3"
"PER-16A608FD84B5","victim","36-50","female","Transit hub / CEN-2"
"PER-EC1B3F7B14D5","victim","51-65","female","Tech corridor / WFD-4"
"PER-AF19258ADD73","victim","36-50","female","Residential market / JYN-4"
"PER-2FCE11776380","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-8A5B331DFD83","victim","26-35","male","Tech corridor / WFD-4"
"PER-D8A45BCCE7ED","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-1A11D43F57FF","victim","26-35","undisclosed","Tech corridor / WFD-4"
"PER-ABF5366E2025","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-58C8258D670B","victim","18-25","male","Airport approach / HBL-2"
"PER-8A65772FE833","victim","65+","female","Outer growth corridor / YLK-1"
"PER-92202C43A952","victim","36-50","undisclosed","Outer growth corridor / YLK-1"
"PER-0C63E4EE4DAB","accused","65+","male","Industrial IT belt / ELC-5"
"PER-E41EE03FED7E","victim","18-25","male","Tech corridor / WFD-4"
"PER-724862F53261","victim","26-35","female","Outer growth corridor / YLK-1"
"PER-91453221BA43","accused","36-50","female","Industrial IT belt / ELC-5"
"PER-DA874843AC95","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-7A015CF2452B","accused","18-25","male","Rail and arterial road / KRP-2"
"PER-039F90C998A1","accused","51-65","female","Outer growth corridor / YLK-1"
"PER-7C7BC531DF47","victim","18-25","female","Metro corridor / BSK-3"
"PER-0EDB27D89A01","victim","65+","male","Industrial IT belt / ELC-5"
"PER-44D873F997BE","victim","51-65","male","Transit hub / CEN-2"
"PER-57D351BCB37D","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-6CC6ADFFE0B4","victim","65+","female","Transit hub / CEN-2"
"PER-FD4E57334C5F","victim","51-65","female","Night economy / IND-3"
"PER-B03B200143F0","accused","51-65","female","Tech corridor / WFD-4"
"PER-1853E642CCC6","victim","51-65","undisclosed","Night economy / IND-3"
"PER-5380CC325A97","victim","26-35","male","Transit hub / CEN-2"
"PER-C93BFBBC7368","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-27D9317532A1","victim","51-65","female","Outer growth corridor / YLK-1"
"PER-8913B1F3231F","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-E4AE138C4C34","victim","51-65","undisclosed","Night economy / IND-3"
"PER-A63B9DEF6095","accused","26-35","male","Night economy / IND-3"
"PER-FC898294D7A0","accused","26-35","undisclosed","Residential market / JYN-4"
"PER-56E8E4A592ED","victim","51-65","female","Tech corridor / WFD-4"
"PER-7810A50E5E4F","victim","51-65","male","Airport approach / HBL-2"
"PER-2D6694CBE5B2","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-BB29196FB853","victim","26-35","male","Tech corridor / WFD-4"
"PER-2EEB457B55B0","accused","36-50","male","Industrial IT belt / ELC-5"
"PER-1B1CE4ABBA62","victim","18-25","male","Airport approach / HBL-2"
"PER-919BE693B13E","victim","18-25","male","Transit hub / CEN-2"
"PER-87296069A0D8","accused","36-50","undisclosed","Tech corridor / WFD-4"
"PER-9EF3CF9AFACF","accused","26-35","male","Metro corridor / BSK-3"
"PER-746BA5D58DE9","accused","51-65","male","Industrial IT belt / ELC-5"
"PER-98CB3E594B1A","accused","51-65","female","Transit hub / CEN-2"
"PER-DE27ABB4C767","accused","36-50","undisclosed","Tech corridor / WFD-4"
"PER-7B610A118899","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-4DDC80DFC353","accused","65+","male","Industrial IT belt / ELC-5"
"PER-35E96BA80C82","victim","36-50","female","Night economy / IND-3"
"PER-D1D4C46482B5","accused","36-50","male","Metro corridor / BSK-3"
"PER-5AE54D5852FE","accused","36-50","female","Tech corridor / WFD-4"
"PER-44F65923C2DD","victim","18-25","female","Airport approach / HBL-2"
"PER-90034461B7B6","accused","65+","female","Tech corridor / WFD-4"
"PER-56C4BD21CD96","victim","18-25","undisclosed","Metro corridor / BSK-3"
"PER-0C157C885518","accused","65+","female","Commercial mixed use / KRM-6"
"PER-AB900CE78F96","accused","26-35","female","Tech corridor / WFD-4"
"PER-ADDE1600B656","victim","26-35","male","Tech corridor / WFD-4"
"PER-11A858654758","accused","18-25","male","Tech corridor / WFD-4"
"PER-993B5BE3C0DD","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-65A4DF196746","accused","26-35","female","Industrial IT belt / ELC-5"
"PER-E9A65E7B705D","victim","26-35","female","Industrial IT belt / ELC-5"
"PER-4C69784850FC","accused","65+","female","Commercial mixed use / KRM-6"
"PER-D45D56577572","victim","18-25","male","Industrial IT belt / ELC-5"
"PER-7A58F4A43162","victim","65+","male","Rail and arterial road / KRP-2"
"PER-7CB78D4713EB","victim","18-25","male","Tech corridor / WFD-4"
"PER-18D87995632B","accused","65+","undisclosed","Residential market / JYN-4"
"PER-4E53CB32F4F2","accused","36-50","undisclosed","Tech corridor / WFD-4"
"PER-633691CB4735","victim","51-65","male","Night economy / IND-3"
"PER-5D21AF5888ED","accused","26-35","male","Residential market / JYN-4"
"PER-F86367326169","victim","18-25","male","Airport approach / HBL-2"
"PER-8C9AC14CE2C8","victim","26-35","male","Night economy / IND-3"
"PER-3D418F9780CA","victim","36-50","female","Metro corridor / BSK-3"
"PER-6B5D403B128D","victim","26-35","undisclosed","Outer growth corridor / YLK-1"
"PER-1A4CCDC76A66","victim","36-50","male","Night economy / IND-3"
"PER-2AE648023A73","victim","18-25","male","Transit hub / CEN-2"
"PER-68D9D9D3158A","victim","65+","female","Rail and arterial road / KRP-2"
"PER-1B2D848C8047","victim","36-50","male","Airport approach / HBL-2"
"PER-5704470FB703","accused","26-35","male","Airport approach / HBL-2"
"PER-481405DA8853","victim","51-65","female","Transit hub / CEN-2"
"PER-F2C269314A1E","accused","51-65","female","Night economy / IND-3"
"PER-9335380A1B8F","accused","36-50","male","Transit hub / CEN-2"
"PER-7A5718409498","accused","36-50","female","Tech corridor / WFD-4"
"PER-0872371E1233","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-A9DCAEF96D73","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-AB1B60DA06F1","victim","36-50","undisclosed","Tech corridor / WFD-4"
"PER-172B9D10A751","victim","36-50","male","Residential market / JYN-4"
"PER-02EED44B104C","accused","26-35","male","Outer growth corridor / YLK-1"
"PER-9891809362FC","victim","26-35","female","Residential market / JYN-4"
"PER-4ADEB7D70F80","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-86518B027D9A","victim","65+","undisclosed","Residential market / JYN-4"
"PER-716317C79D92","accused","26-35","male","Residential market / JYN-4"
"PER-E10EB8180CBD","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-A555C1A0F02E","victim","51-65","male","Transit hub / CEN-2"
"PER-F5917EEF26EB","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-C99B7EA66FF4","victim","18-25","male","Rail and arterial road / KRP-2"
"PER-BBDB4CA1B2E2","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-14669272BBA0","victim","26-35","female","Industrial IT belt / ELC-5"
"PER-B27420AA40B4","victim","51-65","male","Metro corridor / BSK-3"
"PER-8F646E24B2EF","victim","51-65","female","Metro corridor / BSK-3"
"PER-9346D0C2EF70","victim","26-35","female","Residential market / JYN-4"
"PER-26F8166ED07D","victim","65+","undisclosed","Industrial IT belt / ELC-5"
"PER-4F89C9E1A85F","accused","65+","female","Airport approach / HBL-2"
"PER-15F8B0566186","accused","18-25","female","Outer growth corridor / YLK-1"
"PER-F7463A4CB5C0","victim","18-25","undisclosed","Tech corridor / WFD-4"
"PER-21F2172BA8A9","victim","36-50","male","Tech corridor / WFD-4"
"PER-14DE2FF9A44C","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-B81D712BD4C4","victim","51-65","male","Tech corridor / WFD-4"
"PER-DCC388EABF06","accused","65+","male","Airport approach / HBL-2"
"PER-A91EA6931B5D","victim","36-50","male","Tech corridor / WFD-4"
"PER-D16F64DC5828","victim","65+","female","Tech corridor / WFD-4"
"PER-0A3123F3B013","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-769AB69E8176","victim","51-65","male","Airport approach / HBL-2"
"PER-22778244DE19","victim","65+","male","Residential market / JYN-4"
"PER-9FC3B87F593A","accused","36-50","male","Industrial IT belt / ELC-5"
"PER-EE2F61416D12","victim","36-50","undisclosed","Tech corridor / WFD-4"
"PER-ED58FD9DFF44","accused","26-35","male","Tech corridor / WFD-4"
"PER-E3CB8D2920D8","accused","36-50","male","Tech corridor / WFD-4"
"PER-3C8BF0736A76","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-C6E319FF8396","victim","26-35","male","Transit hub / CEN-2"
"PER-3C2234EBF5A9","accused","36-50","female","Transit hub / CEN-2"
"PER-D9B6560893E9","accused","26-35","undisclosed","Tech corridor / WFD-4"
"PER-188B23595A8D","accused","18-25","male","Metro corridor / BSK-3"
"PER-F4C364F9CC77","accused","26-35","female","Transit hub / CEN-2"
"PER-44879894549E","accused","26-35","female","Industrial IT belt / ELC-5"
"PER-A38A0E0A31AF","accused","26-35","male","Industrial IT belt / ELC-5"
"PER-19541E12F3A3","victim","36-50","female","Tech corridor / WFD-4"
"PER-60A220D4350A","victim","18-25","undisclosed","Tech corridor / WFD-4"
"PER-F4CF66A17AA8","victim","65+","female","Commercial mixed use / KRM-6"
"PER-B7402D15BB8B","accused","18-25","female","Rail and arterial road / KRP-2"
"PER-C1A1B3B8195B","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-348B73DD3ED5","victim","65+","male","Transit hub / CEN-2"
"PER-E6D4833E06F2","victim","65+","female","Commercial mixed use / KRM-6"
"PER-B63E342F2E3C","victim","65+","male","Night economy / IND-3"
"PER-C3204BCD22B3","accused","36-50","male","Transit hub / CEN-2"
"PER-498B282880BC","victim","51-65","female","Metro corridor / BSK-3"
"PER-6C0222A00910","victim","18-25","female","Residential market / JYN-4"
"PER-F86047DEBEA2","accused","65+","male","Transit hub / CEN-2"
"PER-3FCE6BE229E9","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-178C8CB6FA02","victim","26-35","male","Tech corridor / WFD-4"
"PER-1402B0E2F708","accused","26-35","male","Tech corridor / WFD-4"
"PER-A336B73C19FF","accused","51-65","male","Metro corridor / BSK-3"
"PER-E607DC15C53E","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-3A7F48FFF676","accused","65+","female","Commercial mixed use / KRM-6"
"PER-6D02404397F4","accused","26-35","male","Airport approach / HBL-2"
"PER-9E4D9F7B628B","victim","51-65","female","Transit hub / CEN-2"
"PER-E7EE2BDF84F4","victim","65+","undisclosed","Industrial IT belt / ELC-5"
"PER-EF2BB6B78513","victim","36-50","female","Tech corridor / WFD-4"
"PER-8AA39D141F87","accused","18-25","male","Commercial mixed use / KRM-6"
"PER-0CD58662F493","accused","51-65","male","Transit hub / CEN-2"
"PER-3A84A461A2D8","accused","26-35","female","Tech corridor / WFD-4"
"PER-0BF763C4C2BD","victim","51-65","female","Airport approach / HBL-2"
"PER-DA06EC9863E4","victim","26-35","male","Transit hub / CEN-2"
"PER-D169FC17F956","victim","51-65","female","Commercial mixed use / KRM-6"
"PER-94692F570C66","accused","26-35","undisclosed","Transit hub / CEN-2"
"PER-4B3A645F743E","victim","65+","male","Transit hub / CEN-2"
"PER-CD7BA662891A","victim","65+","female","Rail and arterial road / KRP-2"
"PER-5AAD5993B35C","victim","18-25","female","Rail and arterial road / KRP-2"
"PER-57BF4F6233DC","victim","26-35","female","Night economy / IND-3"
"PER-CAF39E9C6756","victim","65+","female","Tech corridor / WFD-4"
"PER-A5A5A63F63EA","victim","51-65","female","Rail and arterial road / KRP-2"
"PER-1FA8661A437D","accused","51-65","male","Tech corridor / WFD-4"
"PER-9E8245CDA198","victim","26-35","undisclosed","Transit hub / CEN-2"
"PER-69A6D8426B22","accused","26-35","female","Commercial mixed use / KRM-6"
"PER-1FD1299C3E0A","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-147B5FEFEF65","victim","65+","female","Industrial IT belt / ELC-5"
"PER-0AB42FB466B6","victim","65+","male","Tech corridor / WFD-4"
"PER-FFCE2A16D794","victim","26-35","female","Industrial IT belt / ELC-5"
"PER-E9B50A0E936A","accused","18-25","female","Tech corridor / WFD-4"
"PER-1B2C380DCF71","victim","18-25","male","Metro corridor / BSK-3"
"PER-DF82C70ECFB7","victim","26-35","female","Night economy / IND-3"
"PER-58E7556047DA","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-FF1EE698D048","victim","65+","male","Tech corridor / WFD-4"
"PER-E7AAA151649B","victim","18-25","male","Tech corridor / WFD-4"
"PER-352E08C2150C","accused","51-65","female","Transit hub / CEN-2"
"PER-9E99BF6E835C","accused","65+","undisclosed","Tech corridor / WFD-4"
"PER-D05A041509E3","accused","51-65","female","Transit hub / CEN-2"
"PER-89C7F9879618","victim","18-25","female","Tech corridor / WFD-4"
"PER-9DA33E131EBF","victim","18-25","female","Night economy / IND-3"
"PER-295C6B99724C","victim","51-65","female","Tech corridor / WFD-4"
"PER-B1C47102B81E","victim","26-35","male","Night economy / IND-3"
"PER-F1C8D9C31DC7","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-531B4CFD4BEB","victim","65+","male","Night economy / IND-3"
"PER-7722307D3319","victim","51-65","male","Night economy / IND-3"
"PER-D6FAD18DB281","victim","18-25","male","Tech corridor / WFD-4"
"PER-B63B1C42E6EE","victim","51-65","undisclosed","Rail and arterial road / KRP-2"
"PER-2A743646BC6B","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-525A9B4ABB8D","victim","51-65","male","Metro corridor / BSK-3"
"PER-09BF76B3A7A9","victim","26-35","female","Tech corridor / WFD-4"
"PER-53D16931850A","victim","51-65","female","Night economy / IND-3"
"PER-B4618665FAC3","accused","65+","female","Commercial mixed use / KRM-6"
"PER-E2C41C07BF55","accused","51-65","male","Rail and arterial road / KRP-2"
"PER-C53BB71BC8BB","accused","36-50","male","Transit hub / CEN-2"
"PER-D96B83D1EB8C","accused","36-50","female","Night economy / IND-3"
"PER-09B6DE8EF19D","victim","65+","female","Night economy / IND-3"
"PER-3A3BEEF3AE31","victim","18-25","male","Transit hub / CEN-2"
